problem;method;stage-reward;best-so-far;time
rastrigin;myopic;-7.018326308712441,-5.980541105656381,-11.78787017424817,-17.15217420324612,-21.93050148866472,-24.87781186379002,-26.377916390300268,-29.069202730314828,-33.05407450817117,-34.956198813141555,-41.667538808109235,-43.775761224198696,-13.14560229006344,-20.421077664857332,-11.18591421747624,-6.103373346668469,-14.028702448769822,-20.336941567956494,-16.965430207114384,-21.051005444514182,74.58200204104055,52.12771376747309,38.48553181648005,-25.268234224779423,-29.778660428444375,-0.0957195654320635,267.701159089904,260.71998097145047,113.4255441697184,117.24876935777975,92.76391188172177,77.61985709926917,65.8380421253104,82.83447110251356,-15.575353959521534,-27.32825919874122,57.03447096278313,60.06146669005517,73.56014001920427,70.48761612826335,31.683582523459044,9.737996183844714,66.58748283788024,51.84702085076151,-20.349896437836392,-13.658046104219789,-41.060378342507136,-41.702432500108145,30.551272120742084,185.9725247100593,1.5877386771680744,-39.450971880886456,84.86744528396672,72.7903230982775,66.85201575202171,6.785451421236274,-39.75532668397004,-45.715622304810125,65.21772022987017,49.747651908992694,83.23655454401458,41.9481162264852,78.5027952253483,68.68011573351073,35.451674039215504,34.408003345367526,12.206796133529199,67.90632192233147,19.89203648478264,143.17877708897765,95.57104523977247,67.11383951664465,47.033156168218426,37.512059878654135,25.412216418628315,22.335990035815765,31.792410400072058,87.29103259409662,39.03597576001104,26.343421452942174;56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154,27.08715925574154;0.22326919995248318,0.08054399490356445,0.6088686771690845,0.624475970864296,1.0446445047855377,0.17689086496829987,0.1416591126471758,0.12683018669486046,0.21966885216534138,0.19717311300337315,0.13622481189668179,0.13345018401741982,0.09879709221422672,0.13625399582087994,0.12167428806424141,0.2552653942257166,0.313757574185729,0.24044622294604778,0.274539390578866,0.22213374078273773,0.3654203228652477,0.345472427085042,0.45384911820292473,0.14966549538075924,0.20345912128686905,0.20161490887403488,0.2263400312513113,0.33196796476840973,0.3165944330394268,0.37482902593910694,0.39177790097892284,0.31375239975750446,0.22818663157522678,0.2968280706554651,0.15475012734532356,0.1166494507342577,0.29151646979153156,0.41047997400164604,0.35983618162572384,0.35456956550478935,0.4043974634259939,0.33241876401007175,0.31229794956743717,0.28730785474181175,0.12890850380063057,0.18615859746932983,0.1815739069133997,0.11285666190087795,0.17755462415516376,0.4402758441865444,0.1463911049067974,0.13426525704562664,0.3521256558597088,0.21763561479747295,0.36694592982530594,0.17902403883635998,0.11423574201762676,0.15947727672755718,0.36833431012928486,0.4661543909460306,0.4921629335731268,0.41890649124979973,0.4238881580531597,0.3710502125322819,0.3602507095783949,0.319717139005661,0.3453497588634491,0.31624846532940865,0.34055457822978497,0.26875231973826885,0.31613580882549286,0.20204256288707256,0.4083622395992279,0.4830865804105997,0.2831834629178047,0.31170436553657055,0.667894933372736,0.45323929376900196,0.5066197253763676,0.5540006440132856
ackley;s-myopic;-18.101985120426686,-18.190042126241224,-18.305716679887837,-18.514795233189822,-18.69040579381768,-18.869568133287007,-14.745751284430348,-12.674031078940097,-8.788881846673988,-5.458144718479522,-0.9223121985246809,-1.2040447846766291,-2.139758089550627,-2.2901883978059807,-2.1902118977111953,-2.590706615586982,-3.6578919834210843,-3.1887163572451644,-2.076637805556292,-2.2398026658761605,-3.0430883976606857,-2.490178438714327,-2.0253175325244683,-0.5691353553420547,-1.6882061938419763,-0.7078217634182237,-1.763178293242621,-0.7908212379479745,-1.74409637721847,-1.904374834641339,-2.15686373709815,-0.9081434287269103,-1.8373422871758338,-0.3482973458923189,-0.11385309632605353,-1.5377782595569265,-1.682138814670556,-0.679972528924548,-1.6065826774929466,-0.08544768596149112,-0.19725570110244578,-1.2417712196624189,0.0012830228695034703,-1.0832989930253838,-0.9346818549051185,0.12887596546632188,-0.8241945730508213,-1.3369356148634148,0.15488073194700136,0.08989173243355021;18.938764836695047,18.938764836695047,18.938764836695047,18.938764836695047,18.938764836695047,18.938764836695047,16.15201045218605,14.349472916566278,11.042292826852805,8.308877224340346,4.520424260216739,4.520424260216739,4.520424260216739,4.520424260216739,4.520424260216739,4.520424260216739,4.520424260216739,4.520424260216739,3.1746380820191757,3.1746380820191757,3.1746380820191757,3.1746380820191757,1.1636315152143735,1.1636315152143735,1.1636315152143735,1.1636315152143735,1.1636315152143735,1.1636315152143735,1.1636315152143735,1.1636315152143735,1.1636315152143735,1.1636315152143735,0.5889398228537499,0.5889398228537499,0.3789689580600748,0.3789689580600748,0.3789689580600748,0.3789689580600748,0.3789689580600748,0.3789689580600748,0.3789689580600748,0.15228321585443583,0.15228321585443583,0.03570928639272397,0.03570928639272397,0.03570928639272397,0.03570928639272397,0.03570928639272397,0.03570928639272397,0.03570928639272397,0.03570928639272397;0.31410638988018036,0.6984922681003809,0.8267557676881552,1.1579879131168127,1.1740337833762169,0.3902601879090071,1.3588617946952581,0.7017780356109142,0.7903900500386953,0.35020989924669266,0.6206668671220541,0.6112663429230452,0.6241195891052485,0.36752146668732166,0.4520758241415024,0.8033734895288944,0.30761806666851044,1.2253986783325672,2.0101120360195637,0.8090313877910376,0.6728073265403509,0.9583303909748793,0.34272623248398304,1.6862764600664377,0.5445310156792402,2.2665642108768225,0.44849991612136364,1.973370771855116,0.42876148968935013,0.5436281822621822,0.5348783284425735,2.752869963645935,0.9208855647593737,2.0062925200909376,2.6111621372401714,0.3736044839024544,0.4581312835216522,1.0164483413100243,0.21220950596034527,1.93528613448143,2.174689833074808,0.345625601708889,1.3807236608117819,0.17347878217697144,0.7108932118862867,2.7957681957632303,0.46762340143322945,0.4511071629822254,2.337675889953971,2.4409435782581568
rosenbrock;myopic;27146.035768358677,-74751.50826369187,-111561.71391667711,135222.6375488191,121123.5855628306,-100334.4966449601,28091.49379834783,8376.975927181891,-786.4088572444307,101200.02838355902,119056.07210422322,127492.70212098621,96547.22561436685,91767.9048191521,77506.41809175751,72694.25829972654,66825.5333567413,59780.26970973222,52010.29812364197,49540.27169058319,46084.638612246476,47569.73423612141,36472.36121002503,42756.645845321174,43561.173777867974,39515.379897910476,37083.32982050897,34851.14457522129,29492.15239024299,26774.984669683545,24355.759974192166,22417.51906757572,21781.256226773523,19817.526504817488,20747.215692770536,22969.12500275919,23376.747488927977,18310.496940632445,17786.51941476185,22338.822294453817,17167.461739587394,15829.542180136274,15240.933000036126,18550.086028684836,33161.97909945382,37744.10941035385,34951.044578550034,32856.009543698645,37959.86103022241,28908.135896342446;135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,114329.6013210896,105417.89562103312,46264.170066477905,21303.80123666735,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,17165.978996037746,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,16007.148080808409,15014.061179181175,15014.061179181175,15014.061179181175,15014.061179181175,15014.061179181175,13692.162709600736,13221.099237584347,12737.540092868052,12737.540092868052,12737.540092868052,12737.540092868052,12737.540092868052,12737.540092868052;0.29349978268146515,0.11563862301409245,0.6646112836897373,0.7203337159007788,0.9635213669389486,0.10333230905234814,0.24054149724543095,0.4079387132078409,0.3991156332194805,0.2753882873803377,0.3017490804195404,0.33759668096899986,0.3237195946276188,0.3433295525610447,0.30579549819231033,0.23337965272367,0.23817226849496365,0.4026917964220047,0.27885424345731735,0.3469366133213043,0.327438747510314,0.3045906815677881,0.4657297842204571,0.3052848242223263,0.36528685688972473,0.3273215889930725,0.2530823349952698,0.29922501370310783,0.30979327112436295,0.3327116835862398,0.24978613294661045,0.276301097124815,0.29881650768220425,0.23900917917490005,0.2798319607973099,0.29076033271849155,0.32739226147532463,0.489710820838809,0.5273666251450777,0.3202046938240528,0.3671003505587578,0.375777181237936,0.3313653115183115,0.3329454641789198,0.25905754044651985,0.2868842352181673,0.23888983204960823,0.3499639965593815,0.34281380847096443,0.3076850790530443
rosenbrock;ei;nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan;135557.9481927565,120445.33268718014,113710.68469575456,62989.815617112545,34269.248442131575,14537.568242307458,9365.181451275103,7570.523877925674,6961.689520821913,6851.256677257981,6799.236470456317,6757.460710920253,6716.856640736644,6657.917112944357,6601.8887419788025,6535.140573063511,6448.793267068046,6355.047513960444,6258.206784185806,6128.697711892019,5990.862504412213,5857.738298272576,5762.308569505357,5762.308569505357,5762.308569505357,5762.308569505357,5762.308569505357,5734.7206344897495,5734.7206344897495,5734.7206344897495,5703.411197380679,5703.411197380679,5703.411197380679,5566.847422886205,5465.109102824328,5375.447541863698,5340.591837922074,5225.790265405921,5158.380212824715,5069.877822720425,4963.163206005613,4814.790643333405,4662.0347065130045,4547.419692845512,4493.975662212432,4474.402395696703,4474.402395696703,4474.402395696703,4473.489132295248,4450.503647529978,4443.546669359941;0.6882224511355162,0.867069274187088,0.9875085111707449,0.708623981103301,0.6501461211591959,0.8299946449697018,0.8900878392159939,0.43332126922905445,0.7738030795007944,0.7977175395935774,0.5272689890116453,0.6236989200115204,0.8195077534765005,0.819344773888588,0.7633230593055487,0.7369823846966028,0.7062077578157187,1.0319125838577747,0.8163065761327744,0.6884465366601944,0.7253744006156921,0.7379934825003147,0.4733396265655756,0.47516342997550964,0.4285140298306942,0.4351143538951874,0.6252316404134035,0.4345768243074417,0.4386138040572405,0.577522024512291,0.4284581206738949,0.4488170761615038,0.6570708211511374,0.5840347446501255,0.7528033517301083,0.33558917604386806,0.654850834980607,0.7756715137511492,0.6296381447464228,0.5185738988220692,0.7939375005662441,0.855584567412734,0.5537433270365,0.8456658460199833,0.652140136808157,0.4617478493601084,0.4527215603739023,0.6402121596038342,0.6817380953580141,0.71890764310956
rastrigin;s-myopic;-4.622891294669875,-3.344718807747266,-9.039237190665933,-14.289628828654664,-19.14526319220574,-22.096892442663687,-23.523763145868745,-26.307215428845424,-30.306886725251747,-32.14618934209735,-39.086511004285335,-41.24151462585972,-40.69560972342649,-34.06954501559837,-37.949923027445905,-12.285010453600545,4.313053658793717,17.233120834374688,18.859790047202715,10.304894565977893,26.69080594778514,2.1216875147397047,0.931722694840663,-13.281588540201849,-38.353264273849945,27.211229062873358,45.08160202392886,9.635877730218697,-3.1389044971029287,-13.131622237238563,6.575235686930691,-15.180412400217183,53.25410898647992,6.033127254767182,33.63113914704333,15.032569983020576,5.999945671915486,42.86554376931927,3.605719695894286,198.90064725097233,156.30666706724043,82.48023475207685,88.05537438151643,146.3277485176476,154.78944168497208,46.942260439874,85.35761929180808,39.48429840511117,58.99531668668319,55.33590409041169,75.99371159765158,59.78158961220279,43.236687620729526,16.87500575212082,11.538155893636429,-25.23704506288915,21.011398445389673,98.38812072003215,-2.734490626900594,-38.2439358341164,98.03430291814875,-5.4084846679807645,13.553365108686956,-6.535962952909113,-9.055852775399782,26.47674091598005,79.57740290655856,-15.351377555183916,22.30401667892496,40.04235069161227,26.342906231919525,10.038624585221584,27.043691693654868,118.31421986731263,49.07561392040058,-2.375847081861961,65.23504736936975,54.764495450418615,-8.925830852457572,31.64132008921576;56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,56.67027880750801,45.904211232857214,45.904211232857214,45.904211232857214,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456,10.778522579389456;0.2084274087101221,0.09352195635437965,0.6939841229468584,0.12362736463546753,0.24865417554974556,0.30955216102302074,0.2622342426329851,0.26517046242952347,0.23387821577489376,0.22897572815418243,0.18800522573292255,0.24359013698995113,0.13398779928684235,0.12449768371880054,0.2352973110973835,0.43170664831995964,0.280475540086627,0.6204905789345503,0.6503120921552181,0.49319238774478436,0.4891604259610176,0.4842562824487686,0.22557504288852215,0.4099182952195406,0.28127151168882847,0.3956012148410082,0.5582578964531422,0.49695051833987236,0.4246876072138548,0.4795246720314026,0.5953427329659462,0.7812393549829721,0.34941439144313335,0.5614998918026686,0.47042427584528923,0.46482275053858757,0.4972136579453945,0.6112326439470053,0.43452820740640163,0.43373045697808266,0.42972467094659805,0.9670710563659668,1.174690093845129,0.6026128679513931,0.967960374429822,0.6926092337816954,0.9422152731567621,0.6777393855154514,0.5063743647187948,0.7105513960123062,0.5675349105149508,0.5460947211831808,0.5570110399276018,0.3602351825684309,0.2821857612580061,0.39296613819897175,0.5518044196069241,0.31082405522465706,0.4799653757363558,0.37077635154128075,0.7762872260063887,0.3421403784304857,0.41193610429763794,0.5533748641610146,0.4143309537321329,0.597927562892437,0.6364751737564802,0.33366927318274975,0.7489191703498363,0.6316852439194918,0.6218577120453119,0.4877789169549942,0.7856923006474972,1.3351356014609337,1.162935795262456,0.5897812228649855,0.6497133560478687,0.6513718236237764,0.4368805009871721,0.8432661853730679
rosenbrock;s-myopic;50193.75990506195,-51444.97546973996,-87792.88421499444,158822.43943563782,148965.1224568449,-73899.064984931,49358.73243590533,26663.17826633378,15406.401051885929,44543.783352205835,157827.4952701066,135391.57915321307,125843.85704374284,118437.1894640655,112494.94668930641,94541.82172277625,84200.18332636393,77762.31743623558,78842.30997909646,70044.65355148366,67822.21266694728,66283.07139002204,66091.86821607067,59630.33487780125,56213.82991366507,52837.462994606656,70896.84788748212,53038.174997228525,50253.680113557275,45137.13176686103,43810.831269317845,41408.623902081876,38686.71655002032,41152.21277238554,34890.843351533455,35003.99113587601,34107.62062608088,34514.17143379488,31487.262683878555,30522.935040864853,29894.10504437446,26969.927787887234,26581.787454299258,38182.18666699967,46422.532078766446,47082.011523006135,43006.393860003154,42358.497848105486,39761.05616409778,37573.5813951013;135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,135557.9481927565,117719.19373905109,117719.19373905109,104361.42059822458,37610.890463477626,19763.1993442791,19763.1993442791,19763.1993442791,13894.92676368668,13894.92676368668,13894.92676368668,13894.92676368668,13894.92676368668,13894.92676368668,13894.92676368668,13894.92676368668,13894.92676368668,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,8345.217805441795,6045.856881278509,5822.2719406879005,5822.2719406879005,5822.2719406879005,5822.2719406879005,5822.2719406879005,5822.2719406879005;0.35106099769473076,0.09189795143902302,0.7044526357203722,0.7001717202365398,1.0278565492480993,0.210006320849061,0.44858550652861595,0.4796730801463127,0.47469377145171165,0.3611088804900646,0.3425746876746416,0.5782303772866726,0.33895256742835045,0.5482473988085985,0.4786621183156967,0.6110909879207611,0.6029576901346445,0.30993897654116154,0.5673566441982985,0.5738847572356462,0.5272382255643606,0.4119749739766121,0.485129876062274,0.4165702275931835,0.37306673265993595,0.35350633040070534,0.3446776680648327,0.49160854145884514,0.38692680187523365,0.5212089829146862,0.33608567900955677,0.5617989432066679,0.5516349039971828,0.3698823805898428,0.48549178428947926,0.5425742696970701,0.46465127542614937,0.4127802699804306,0.5300653725862503,0.38889934681355953,0.4323524199426174,0.7252843715250492,0.44342479668557644,0.39590682461857796,0.3563543111085892,0.555029846727848,0.7849900741130114,0.4628232680261135,0.5698550138622522,0.3952452354133129
sixhumpcamel;myopic;1954.818153950102,2204.27685288824,1950.7510729096318,1689.0691813360072,1382.9190093784728,1309.891946624099,1088.0115366394439,1014.8678399547958,927.1305312890163,808.0455168870097;25.019011978477515,25.019011978477515,25.019011978477515,25.019011978477515,2.270780426552403,2.270780426552403,-0.09108795942382901,-0.09108795942382901,-0.09108795942382901,-0.09108795942382901,-0.09108795942382901;0.241757582873106,0.12812456488609314,0.7707356810569763,0.6358099207282066,0.8299031369388103,0.11500249430537224,0.23921272903680801,0.13453052565455437,0.09802443347871304,0.15016104839742184
sixhumpcamel;s-myopic;2268.2840122014304,2559.711657161809,2388.273569708527,2075.5147491066073,1868.227388273949,1626.4951396344345,1441.0579541157483,1664.956296676331,1397.1566305885178,1285.7200890289287;25.019011978477515,25.019011978477515,25.019011978477515,25.019011978477515,2.237101956731989,2.237101956731989,0.1270174029591179,0.1270174029591179,0.1270174029591179,0.1270174029591179,0.1270174029591179;0.2597346846014261,0.2516624629497528,0.8601865842938423,0.665430361405015,0.9649538714438677,0.15604492835700512,0.23739632032811642,0.2572006918489933,0.17802591249346733,0.20497414842247963
sixhumpcamel;ei;nan,nan,nan,nan,nan,nan,nan,nan,nan,nan;25.019011978477515,5.822266259619592,5.822266259619592,0.3978762971662303,0.3978762971662303,0.3978762971662303,0.3978762971662303,0.3978762971662303,0.3978762971662303,0.3978762971662303,0.3978762971662303;0.49553118646144867,0.3944333288818598,0.7000318076461554,0.9316199235618114,0.7514958456158638,0.6228393372148275,0.9897846672683954,0.9971572477370501,1.0061625130474567,1.013029620051384
shekel;myopic;0.3241310160968722,0.803552937909141,1.2652019953667575,1.1709958901893947,1.2968486229064236,1.2492010113004155,1.2268498125087095,1.1385377271502488,1.8080523118645553,4.324125565762731,3.29668703286004,5.164438192149169,3.8396373414375513,3.135058584650344,3.559458931853723,5.907606803342689,3.8904582891944135,3.4032345230725167,4.185104908465151,26.694136944981643,13.810792163063866,11.742523793235193,14.966731845478357,12.213358064658193,11.208014172286777,23.07924686650222,13.912465659169039,10.634075270090106,17.12987214308501,13.36363804633691,14.35989728522701,13.960312726303858,10.342495475056564,12.999411874243167,34.27358088957953,16.75372944647071,16.20904934679337,16.831166586126315,16.04080356060878,16.294284241773887,14.357001823692444,13.650766330449983,13.651714789297891,8.634201824057557,11.626247860627513,11.917078065730829,15.352904763956314,8.75473491871168,14.064248043773786,9.096299673200896,8.521011998058189,8.876912865517216,8.443402920112666,8.0466675550526,7.86592042631947,7.577324015772084,8.588125785048973,6.204947280844851,8.003660246827824,6.289455750553183,7.018388738334366,6.063004346572502,6.038068638235612,11.656859594344233,30.6582906801042,21.66287459143603,20.582068673064967,14.343432129879593,12.412925214195932,11.25758885401845,9.481373616295075,14.216148468377165,10.015690239600294,11.490086234748722,24.300812408372092,12.390936860837575,10.644049225348475,9.917086381010234,8.019468863505974,8.694957947712789;-0.2961864846825129,-0.6209723116249661,-1.0323295101367043,-1.0636463773484452,-1.0636463773484452,-1.0636463773484452,-1.0636463773484452,-1.0636463773484452,-1.0636463773484452,-2.987916225606911,-2.987916225606911,-2.987916225606911,-2.987916225606911,-2.987916225606911,-2.987916225606911,-2.987916225606911,-2.987916225606911,-3.807900260473788,-3.807900260473788,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113,-6.559697404456113;0.1772654689848423,0.10362446494400501,0.7471282053738832,0.7819770351052284,1.0380001161247492,0.29439738020300865,0.22260682284832,0.37478133104741573,0.44678011164069176,0.3822732288390398,0.8406107760965824,0.7268467303365469,0.4564818795770407,0.40124810487031937,0.6212241426110268,0.5599356908351183,0.7026059795171022,0.292037982493639,0.34819909557700157,0.33456278406083584,0.3674020916223526,0.5906736236065626,0.4386560879647732,0.7356112189590931,0.5324597135186195,0.3535400219261646,0.23065477050840855,0.18139806389808655,0.3596640098839998,0.35376651026308537,0.292828818783164,0.4634275157004595,0.19044991582632065,0.5773061141371727,0.5491779167205095,0.4178411513566971,0.3143249098211527,0.3204840514808893,0.3494608998298645,0.3872925341129303,0.34325771406292915,0.21060952357947826,0.3558636959642172,0.3272875677794218,0.5186718348413706,0.17256301455199718,0.4749864675104618,0.5506290830671787,0.3572449963539839,0.40193469636142254,0.31756694056093693,0.4196589086204767,0.42389267310500145,0.46742430329322815,0.29317495971918106,0.3436520956456661,0.36617894656956196,0.41171116940677166,0.21403294429183006,0.16789989545941353,0.1594734527170658,0.2219028826802969,0.23121724277734756,0.37729055248200893,0.29613382928073406,0.2340292800217867,0.23969265259802341,0.4022609833627939,0.4226390216499567,0.36181918904185295,0.4580381512641907,0.5141640100628138,0.5603241752833128,0.32909362204372883,0.42824726179242134,0.5472626853734255,0.4083220958709717,0.35247685201466084,0.40889206528663635,0.4787853192538023
